Receiver_ID,Name,Type,City,Contact,Contact_Length
485,Debbie Cox,Charity,Christopherchester,0018589891478,13
486,Ronald Brown,Shelter,New Dustin,7682014672,10
487,Micheal Peterson,NGO,West Jeffreyfurt,0943304095,10
488,Patrick Jenkins,Charity,West Richard,1170988608,10
489,Erin Foster,Charity,Jessicatown,1049819543,10
490,Tiffany Smith,NGO,Port Brandon,1509541064,10
491,Molly Edwards,Charity,Rodriguezborough,3469124779,10
492,Julie Lewis,NGO,South Steven,5573523497,10
493,Chelsea Powell,Charity,Lake Rachelburgh,0015270594168,13
494,Timothy Chavez,Individual,Brooksmouth,9390464362,10
495,Andrea Meyer,Individual,Christophertown,0015795754238,13
496,Kristina Park,Charity,Langburgh,0016085420101,13
497,Miss Jamie Gonzalez DDS,Charity,Proctorville,0111321619,10
498,Dennis Ford,Charity,Port Derekland,5608388104,10
499,Ricky Harmon,Individual,Port Chaseport,8173998610,10
500,Richard Patterson,Charity,Huynhmouth,1091960030,10
501,William Davila,Individual,Gilbertborough,6320448155,10
502,Carly Austin,Charity,Connerland,5886969694,10
503,Eileen Scott,Charity,Lewismouth,8343314178,10
504,Michael Williams,Shelter,Matthewhaven,0015112046271,13
505,Alexandra Owens,NGO,Bradleyland,9279961259,10
506,Mrs. Kim Blackwell,NGO,Port Margaretport,9780172536,10
507,Destiny Maldonado,Charity,Carlosfurt,2647546432,10
508,Kimberly Wilson,Individual,Susanville,9903662975,10
509,Drew Edwards,Charity,Huffmouth,19102170650,11
510,Jeremy Christensen,Individual,Ashleyborough,6787773829,10
511,Kimberly Cox,NGO,Lake Gloria,6289046503,10
512,Anne Stone,Shelter,Pittsville,4684829531,10
513,Dr. Ryan Gilbert,Individual,Sarahaven,5273864611,10
514,Ashley Bell,Shelter,Olsonland,17339054924,11
515,Misty Downs,NGO,Robertview,0643596470,10
516,Gary Myers,Shelter,Turnerhaven,0016699198102,13
517,Taylor Wolfe,Individual,New Travisland,5163674140,10
518,Katrina Smith,NGO,Stephanieberg,5771129949,10
519,Elizabeth Salazar,Shelter,Paynestad,6551474123,10
520,Alexandra Jones,NGO,Lisaborough,9258392741,10
521,David Robinson,NGO,Carolinebury,12255769253,11
522,Veronica Robinson,NGO,East Cynthiahaven,1088817279,10
523,William Fox,NGO,Port Angelafurt,2280026281,10
524,Tiffany Rodriguez,Charity,Ramirezhaven,19766242718,11
525,Michael Dixon,Charity,Rebeccaview,5796325450,10
526,Brian Morales,NGO,Darinland,4099397232,10
527,Kelli Fuentes,NGO,East Peter,0015792002768,13
528,Alexander Dean,Charity,New Robert,12915003349,11
529,Amy Perez,Charity,West Jacquelineland,0016926343701,13
530,Lindsay Yates,Individual,Diazshire,19885867568,11
531,Alexandra Rogers,Charity,Paulaburgh,9113263274,10
532,David Sellers DVM,Individual,South Michaelfurt,4923213443,10
533,Joseph Knapp,Shelter,New Michael,1170969114,10
534,Megan Miller,Individual,Anthonyport,2526655472,10
535,Jane Avila,Shelter,Christinahaven,0329872893,10
536,Margaret Lloyd,Shelter,Phillipston,15512667292,11
537,Earl Eaton,Shelter,Port Michaelport,0764237778,10
538,Ronald Norton,Individual,Carterton,13110605846,11
539,Jessica Lee,NGO,Vasquezberg,1295971071,10
540,Cristina Curtis,Individual,East Davidbury,5047220994,10
541,Amy Brown,NGO,Shelbyland,7529563208,10
542,Savannah Neal,Individual,Ashleeside,7502574736,10
543,Brenda Green,Charity,Jacobmouth,0013445154579,13
544,Matthew Wright,NGO,Port Traci,0017820744708,13
545,Peter Allen,Individual,Port Kristinechester,14878771518,11
546,Meagan Hughes,Charity,Lake Lance,1093649434,10
547,James Kennedy,Charity,South Donaldshire,5439018742,10
548,Gary Andrews,NGO,Gonzalezstad,11153683340,11
549,Trevor Lam,NGO,New Alexismouth,7262770665,10
550,Shawn Gibson,Individual,South Eric,0012687930427,13
551,Kyle Vega,Shelter,West Alexandra,12393557045,11
552,Jeremiah Jones,NGO,Shaneport,3223114182,10
553,Scott Proctor,Shelter,Adamland,9982822315,10
554,Margaret Mccullough,Charity,Ortizmouth,8888903956,10
555,Mary Lewis,Individual,Port Richard,14436808966,11
556,James Wolfe,NGO,Woodsfurt,3377917990,10
557,Andrea Mcdaniel,NGO,Kingville,9383950602,10
558,Samantha Salinas,Charity,Rayberg,0013013968153,13
559,Randy Martinez,Shelter,Brownville,0017884511379,13
560,Matthew Mendez,Shelter,South Meganland,14061923141,11
561,Andrea Morris,NGO,Hallton,1513918350,10
562,Antonio Murphy,NGO,West Kevin,11775640300,11
563,Brandon Johnson,Charity,Randyville,1501609543,10
564,Justin Smith,Individual,Pottertown,15888743231,11
565,Brian Blankenship,Charity,East Jordanborough,14502916223,11
566,Michael Lewis,Individual,East Kimberlymouth,0720781249,10
567,Peggy Knight,Shelter,North Michaelville,2932417469,10
568,Melissa Mclaughlin,Charity,Roberttown,6719087777,10
569,Danny Randolph,Shelter,South Yolanda,0290118582,10
570,Anthony Cochran,Individual,Port Todd,19602530828,11
571,Lydia Phillips,Shelter,North Hollyland,7041622429,10
572,Diana Blair,Shelter,Murrayside,0016327743398,13
573,William Clark,Shelter,Port Courtneyland,4689527647,10
574,Mr. William Hunt,Shelter,Barreratown,5648546978,10
575,Jennifer Davila,Shelter,Hollandburgh,14013718447,11
576,Justin Lopez,Individual,East Stephenton,5261538449,10
577,Thomas Burch,Charity,North Lori,3908825868,10
578,Larry Bradshaw,NGO,Lake Cody,0018435973151,13
579,Nancy Guerrero,Individual,South Elizabeth,8913817696,10
580,Yesenia Solomon,Charity,Port Paulaton,7765870514,10
581,April Mcintosh,Charity,North Sherribury,9253875931,10
582,Douglas Cook,Shelter,Hunterbury,8724548537,10
583,Sean Henderson,NGO,Lake Gregory,5533264934,10
584,Austin Vance,Shelter,Whiteside,0740871962,10
585,Mark Lewis,NGO,Lisaview,18945540220,11
586,Amy Barker,Shelter,North Nathanville,0018068213010,13
587,Jennifer Clark,NGO,Spencermouth,18621967109,11
588,Laurie Alvarez,Shelter,North Raymond,4633929887,10
589,Nicole Williams,NGO,West Richard,7277713700,10
590,Terry Fernandez,Shelter,Mooreburgh,5060527523,10
591,Susan Clark,NGO,Beckville,0204357439,10
592,Michael Pennington,Charity,South Gabrielmouth,9054209084,10
593,Douglas Mann MD,NGO,North Lisaburgh,3180399487,10
594,Sheri Johnson,Shelter,North Christopher,2539200751,10
595,Courtney Whitney,Individual,West Mariashire,0015284467897,13
596,Natalie Navarro,Shelter,West Carrieberg,0014337426627,13
597,Willie Nichols,Charity,Jonesland,0011176097351,13
598,Alexa Guerra,NGO,Ariasbury,7691923865,10
599,Christopher Davis,NGO,South Yvettestad,14969525072,11
600,Bruce Alexander,Individual,New Tammyhaven,3765012938,10
601,Peter Gonzalez,Shelter,Biancaton,1125784601,10
602,Paul Carter,Individual,Kinghaven,1080025301,10
603,Christina Caldwell,Shelter,New Christopherburgh,4578745807,10
604,Ashley Hall,Individual,Butlerborough,15473443774,11
605,Tara Johnson,NGO,East Nathan,9017973598,10
606,Jenna Bowen,Shelter,Nicoleside,6821839790,10
607,Sean Wolf,NGO,Mcfarlandhaven,4909137034,10
608,Oscar Bauer,Charity,South Nicoleberg,0018745076783,13
609,Brian Riddle,Shelter,Jenniferbury,1493189525,10
610,Jimmy Morton,Charity,New Carrie,0017213480570,13
611,Jeff Rivas,Charity,Mcdanielmouth,6750654290,10
612,Meredith Griffin,NGO,Patriciamouth,3308187400,10
613,Renee Campbell,Shelter,North Tiffanyfort,1993750653,10
614,Peggy Parker,Shelter,South Waynefurt,6435183066,10
615,Rachel Carson,NGO,Robertside,0019108522109,13
616,Christopher Wright,Shelter,New Kellytown,16310748622,11
617,Justin Lee,Individual,Shelleyburgh,1996465303,10
618,Samuel Mendez,Individual,Andersonland,0644310381,10
619,Taylor Estrada,NGO,Nguyenview,0013515565960,13
620,Cassandra Foster,Individual,West Danielview,2830475421,10
621,David Jordan,Individual,Mendozabury,7058168331,10
622,Gary Torres,Charity,Kimberlyview,8161412613,10
623,Phillip Rogers,Individual,Keithstad,6265546466,10
624,Alvin Day Jr.,NGO,East Heatherbury,7221278600,10
625,Paul Lee,NGO,Stephenchester,18741575024,11
626,Theresa Gonzalez,Charity,Port David,0505686038,10
627,Beth Chavez,Shelter,East Nicole,12499911004,11
628,James Gardner,NGO,Morenoborough,4052113183,10
629,Andrea Hansen,NGO,Lake Mary,4075255651,10
630,Sarah Ochoa,Charity,Vancebury,9182551669,10
631,Diana Fisher,Shelter,New Daryl,9743914500,10
632,Austin Smith,NGO,North Marcusbury,2193818831,10
633,Jay Higgins,NGO,Perezhaven,8809908313,10
634,Jessica Watkins,Charity,Robertton,3689594075,10
635,Lisa Marshall,Charity,Johnville,3754231187,10
636,Devon Burton,Charity,Blakehaven,9071089325,10
637,Benjamin Soto,NGO,West Garretthaven,8693958395,10
638,Timothy Browning,Charity,Moralesfort,0018362473024,13
639,Jeffrey Vaughan,Charity,Cameronfurt,1293657408,10
640,Joseph Smith,NGO,Anthonystad,7166983766,10
641,Robert Jones,Shelter,East Antoniobury,0014801681124,13
642,Sarah Rose,NGO,New Ryanmouth,2473880838,10
643,Mary Morrow,NGO,Melaniehaven,0019959219720,13
644,Deanna Brown DDS,Individual,Fowlerburgh,6951474833,10
645,Steven Armstrong,NGO,Robertfurt,2161559564,10
646,Maria Lee,Individual,West Juanchester,4337297840,10
647,Christine Davis,Charity,Josephton,1443597605,10
648,Heather Stewart,NGO,South Lucasview,5189364091,10
649,Cory Schmidt MD,Individual,Johnsonville,0019155356309,13
650,Nicholas Peterson,NGO,West Troyview,0015287831533,13
651,Rebecca Mcbride,Charity,Port Timothymouth,1594214100,10
652,Sandy Ward,Shelter,North Michael,15326460437,11
653,Jason Garcia,Shelter,Port Mariemouth,2296884610,10
654,John Murray,Shelter,Fernandezberg,0016640040117,13
655,Lauren Golden,NGO,Michealstad,5091203093,10
656,Christopher Clark,NGO,Port Peggyshire,10209614423,11
657,Patricia Salas,Individual,Port Maryshire,5695147193,10
658,Frank Olson,Shelter,South Anthonyside,0019967475678,13
659,Elizabeth Stewart,NGO,Kempstad,6597310182,10
660,James Hernandez II,Charity,Kenthaven,0010362352960,13
661,Robert White,Charity,Petersonmouth,9828389359,10
662,Gabriel Harris,Individual,Port Shannonhaven,8530342142,10
663,Michael English,NGO,Lake Daniel,6123203740,10
664,Joseph Nelson,Individual,Phillipston,7800327079,10
665,Felicia Collier,NGO,Toddstad,11132024089,11
666,Meredith Hull,NGO,Markfurt,5758798768,10
667,Christine Beasley,Individual,Jensenland,6677294034,10
668,Maria Singh,NGO,Brandonhaven,13531271876,11
669,Karen Cox,Charity,Davidland,7917599054,10
670,Amber Hobbs,NGO,Rogersfort,9148645127,10
671,Cindy Green PhD,NGO,Sharpfurt,6744184457,10
672,Janice Thornton,Charity,Allenmouth,6467359177,10
673,Shelly Castillo,Charity,Chenview,0019846412359,13
674,Stephen Harris,Charity,Port Seanshire,11638807237,11
675,Robert Day,NGO,Goodmanfort,0012847424202,13
676,John Williams,Charity,Brooksborough,0575371761,10
677,Joshua Rush,Charity,New Mark,6026944031,10
678,Joseph Johnson,NGO,South Jasminechester,4122028352,10
679,Alexis Rodriguez,Shelter,South Shirleymouth,7488278108,10
680,James Lewis,NGO,Richardton,0011512871850,13
681,Becky Hernandez,Shelter,Jeanshire,0019505109795,13
682,Paige Lewis,Shelter,Karenfort,1506085231,10
683,Mark Williams,NGO,Taylorport,0015209638410,13
684,Kiara Martinez,Individual,Ellisborough,8299398804,10
685,Angela Knight,Individual,Port Joshua,4913302377,10
686,Spencer Roberts,Charity,East Sheenahaven,0749201029,10
687,Danny Palmer,NGO,North Erikhaven,19313158378,11
688,Jeffrey Turner,Charity,East Tiffanyview,0013211603094,13
689,Michael Murphy,NGO,Lake Sheilaland,18878436402,11
690,Jeffrey Knight,Individual,Wardshire,2077948313,10
691,Brittany Williams,Individual,Christinehaven,0783148173,10
692,Christopher Stokes,Individual,Joshuahaven,0013050487931,13
693,Carl Brewer,Individual,Nelsonbury,8467645157,10
694,Rachel Arnold,Shelter,New James,0010876741329,13
695,Janet Newton,Individual,West Amandaport,9305908261,10
696,Kellie Hart,Charity,Changview,12355899126,11
697,Laura Leach,Charity,Davidtown,5465940771,10
698,Dawn Rodriguez MD,Charity,New Shauntown,10836243293,11
699,Sabrina Johnson,Charity,East Emily,0015521243791,13
700,Kimberly Duncan,Shelter,West Monica,0018511582436,13
701,Amber Arellano,NGO,South Marymouth,17184258787,11
702,Rebecca Chan,Charity,West Brittany,2797073052,10
703,Mr. Jonathan Williams,Individual,Bruceburgh,6060106061,10
704,Jason Lowe,NGO,Sarahside,0631150253,10
705,Christopher Sellers,Charity,East Nathanstad,5709576832,10
706,Shannon Jensen,Shelter,Lake Kevinport,0013785701120,13
707,Jason Martin,Charity,New Frederickfort,0015018777120,13
708,Jacob Mendez,Individual,South Jason,8183586757,10
709,Matthew Sanchez,Individual,New Stephanie,1310834622,10
710,Eric Carrillo,Shelter,Nicholsonland,0019050078793,13
711,Mark Carroll,Shelter,Lovestad,17623695612,11
712,Laura Graham,NGO,Mercerport,0968045311,10
713,Robert Moses,Shelter,Port Terry,6298705299,10
714,Adam Phelps,Individual,North Amanda,0015866126376,13
715,Tyler Christensen,Charity,Lake Douglas,3066912501,10
716,Angela Gregory,Individual,Lake Tracytown,8178566676,10
717,Jonathon Gregory,Individual,Shortfort,0405117461,10
718,Matthew Brown,Individual,Port Amberfurt,7853360978,10
719,Brian Oneill,NGO,East Stephaniefort,4236914227,10
720,Jeremiah Terry,Individual,Nicoleberg,10955013103,11
721,Ashley Ramirez,Charity,Heatherburgh,6043823103,10
722,Deanna Owens,NGO,South Mark,8654109397,10
723,Lisa Kim,Individual,New Brandyhaven,14658562095,11
724,Randall Ford,Shelter,East Tasha,0720378421,10
725,Edward Lopez,NGO,New Matthewton,6835917229,10
726,Tammy Brown,Shelter,Victorton,12445691621,11
727,Troy Jimenez,Shelter,Port Marc,8292462756,10
728,Dustin Stark,Charity,Kimberlymouth,7169504574,10
729,David Spence,Charity,Port Curtisside,18430061807,11
730,Felicia Glover,Shelter,East Michael,9828442370,10
731,Jacob Scott,Charity,South Jenniferburgh,0018572168483,13
732,Jessica Shields,Shelter,South Richard,5190925018,10
733,David Fox,Individual,Longmouth,0015428004782,13
734,Amanda Buchanan,NGO,Perryton,1217184571,10
735,Kyle Scott,Individual,Reedview,0019802043107,13
736,Damon Schmidt,Charity,Cummingschester,0016957223687,13
737,James Brown,Shelter,Lake Catherine,1525088754,10
738,Matthew Morgan,Charity,Robertton,5355122781,10
739,Nancy Jones,Shelter,West Bradley,8064578047,10
740,Denise Lucas,Charity,East Jamesmouth,0067758489,10
741,Amber Burnett,Charity,Garciashire,9013559555,10
742,Matthew Webb,Charity,West David,0019983419445,13
743,Nicholas Tucker,Charity,Port Samantha,2900712070,10
744,Matthew Deleon,Individual,Danielsview,0069409278,10
745,Jose Vance,NGO,Lake Heatherberg,2166207837,10
746,Kenneth Barnes,NGO,South Lindsay,8684340244,10
747,Vanessa Johnson,Shelter,Wilsonshire,1513477079,10
748,Bridget Williams,Charity,South Williamview,0010793472416,13
749,Michael Craig,Individual,Moralesburgh,1314899950,10
750,Levi Lucas,Charity,North Vanessamouth,0957635392,10
751,Travis Johnson,Shelter,South Edward,7856401614,10
752,Cassidy Alvarado,Individual,Leahchester,18253644624,11
753,Samantha Potter,Charity,Aguilarbury,15414344196,11
754,Michael Ford,Individual,New Sean,3899888452,10
755,Eugene Beltran,Shelter,South Samanthaburgh,0016966162431,13
756,Emma Anderson,NGO,Lake Michelle,0013693475266,13
757,Christopher Garcia,Charity,North Danielchester,18375555633,11
758,Jennifer Lucero,NGO,South Theresaberg,3861055091,10
759,Kathleen Watkins,Shelter,Hardyberg,4357884119,10
760,Gina Blankenship,Shelter,Brittanyborough,0013187217199,13
761,Douglas Roberts,Shelter,Deanstad,19880777950,11
762,Donna Chang,NGO,East Stevenborough,9564962501,10
763,Karen Williamson,Shelter,Sandovalmouth,8575884472,10
764,Krista Williams,Shelter,Oliverberg,4814373776,10
765,Joshua Hooper,Shelter,Buchananton,10134631430,11
766,John Reynolds,Shelter,Grahambury,0010620859402,13
767,Jordan Hart,Shelter,East Julietown,11617536365,11
768,Mary Wilson,Charity,Lake Kimberlyton,4843363858,10
769,John Warner,Shelter,Cookhaven,10033205395,11
770,Jacob Gibbs,Charity,New Jesus,8062651675,10
771,Emily Gallagher,Individual,Wagnerburgh,4916631678,10
772,Cassandra Yoder,Charity,Danielfurt,19287660621,11
773,Hunter Richards,NGO,West Victoriaberg,0015817781214,13
774,Tracy Bass,NGO,South Jessicaburgh,4612584749,10
775,Thomas Nelson,Charity,Donnamouth,12276018962,11
776,James Thompson,Shelter,Ronaldmouth,1217327913,10
777,Julie Dickerson,Shelter,Diazbury,3831382733,10
778,Kristie Townsend,Shelter,Melissaberg,1674389582,10
779,James Turner,NGO,North Mallorystad,17007097978,11
780,Jacqueline Johnson,Shelter,Jeffreyland,12086571423,11
781,Jason Taylor,NGO,Reginaburgh,1506380354,10
782,Timothy Burns,Charity,East Janetstad,2625557560,10
783,Monica Phillips,Charity,New Phillipfurt,1885889838,10
784,Jill Harris,Shelter,Josephfurt,0398137188,10
785,Melissa Lee,Charity,Brownport,8331940479,10
786,Robert Kim,Shelter,Port Gabrielleborough,5131567998,10
787,Rachel Rios,NGO,Sarahaven,3191048885,10
788,Beth Phillips,NGO,Zacharyview,2933832279,10
789,Laura Robertson,NGO,Hansonfurt,6168516533,10
790,Stephanie Smith,Charity,West Carrieport,0010284115954,13
791,David Kennedy,Charity,Port Caleb,0010616129715,13
792,Tamara Frey,Shelter,Deanfort,9761685693,10
793,Renee Anderson,Charity,Princehaven,0401324956,10
794,Lee Nunez,Individual,Andersonfort,4688571870,10
795,Caitlin Cobb,Charity,North Andresport,19688714930,11
796,Lisa Carroll,NGO,South Jamesfort,12238428919,11
797,Robert Becker,Charity,Danielland,0607560612,10
798,James Estrada,Individual,Westport,0010204508542,13
799,Adam Moore,Charity,East Josephview,11190803260,11
800,Anthony Garcia,Individual,Brownbury,18455419687,11
801,Samantha Simpson,Shelter,West Meganmouth,0010308323866,13
802,Lisa Cruz,Charity,Stevenmouth,3720917748,10
803,Joseph Stafford,Shelter,Lake Lindseystad,8127825617,10
804,Elizabeth Cochran,NGO,Theresabury,7711350025,10
805,Sharon Martin,Individual,South Michelleport,8858892008,10
806,James Miller,NGO,Lisabury,14998196868,11
807,Taylor Miller,NGO,Josephside,10222705486,11
808,Pamela Finley,Individual,Harrisfurt,0011605425380,13
809,Karen Cain,Individual,East Daisybury,5069604185,10
810,Cody Meyer,NGO,Westshire,4151472095,10
811,Scott Schroeder,Shelter,Markfurt,0012290422531,13
812,Sabrina Klein MD,Individual,Shawhaven,0716154555,10
813,Amber Hale,Individual,Comptonside,0017502352728,13
814,Michael Petersen,NGO,Maryside,14543011932,11
815,James Miller,NGO,North Dawn,0013591397284,13
816,Jeremiah Hampton,Charity,South Sheryl,8370484121,10
817,Victoria Torres,Charity,Martinchester,16247809445,11
818,Danielle Hayes,NGO,Andreaberg,1310927379,10
819,Christina Lambert,Shelter,Delgadofort,6375169143,10
820,Patrick Velasquez,Individual,West Jacob,6061667246,10
821,Jeffrey Wilson,Charity,Davisport,0012453907219,13
822,Aaron Malone,Shelter,East Mark,18031366978,11
823,James Rose,Shelter,East Amandaberg,6582047743,10
824,Madison Myers,Shelter,Cruzland,1235008333,10
825,Charles Morris,Charity,New Olivia,0061074825,10
826,Mr. Steven Reeves MD,Individual,West Jacquelinefort,12637394608,11
827,John Simmons,NGO,North Tanner,7973886145,10
828,Jason Mcpherson,Shelter,Michaelside,4036934197,10
829,Mr. Brian Fox,Charity,Scottbury,3013164760,10
830,Jeffrey Cooper,Shelter,Lake Christian,0018772455095,13
831,Samantha Ellison,Individual,New Kimberly,5224377292,10
832,Kylie Young,Shelter,Ginaview,9131186244,10
833,Kelly Pierce,Shelter,West Josephland,3704671150,10
834,Renee Flynn,Individual,South Mark,0935018423,10
835,Jennifer Wright,Shelter,Lauratown,2575563261,10
836,Scott Craig,Shelter,South Lisa,1183826136,10
837,Michelle Reed,Shelter,West John,1072168815,10
838,Jessica Stephens,Charity,West Michaelton,3589778320,10
839,Michael Cox,NGO,North Kelly,0019537395146,13
840,Mary Anderson,Shelter,South Mirandamouth,11481260133,11
841,Brian Reed,NGO,Amandaburgh,6405649498,10
842,Robert Stewart,Shelter,New Laura,8735016244,10
843,Glenn Anthony,Charity,Halltown,5029607549,10
844,Andrew Gray,Individual,Lake Dustin,4480057192,10
845,Adam Horton,NGO,Ramosberg,3644230076,10
846,Charles Aguilar,NGO,Johnsonchester,11482619107,11
847,Wesley Myers,Shelter,Meganburgh,2859917532,10
848,Terrence Wagner,Individual,Taraside,0018322467583,13
849,Kyle Johnson,Shelter,Ellisshire,0018877666073,13
850,Kristopher Mendoza,Individual,Bradfurt,6781166339,10
851,Christina Brown,NGO,Wyattton,9830347865,10
852,Jo Martinez,Charity,Port Williamtown,12643426012,11
853,Tanya Lowe,Charity,Crawfordchester,6775969794,10
854,Christopher Diaz,Individual,Lorifurt,0014421062480,13
855,Robert Abbott,NGO,Collierburgh,11145328181,11
856,Amanda Brown,Individual,New Larryshire,1763305060,10
857,Jennifer Taylor,Individual,Lake Kaylamouth,0010242411359,13
858,Ashley Harris,Individual,Lake Stephenchester,0016805824607,13
859,Dana Williams,Charity,Cookstad,5259995693,10
860,James Knight,Charity,Kirkfort,10015044343,11
861,Ashley Clark,NGO,Poolebury,5186226804,10
862,Justin Martinez,Individual,New Erikamouth,6973577122,10
863,Jessica Camacho,Individual,Billyland,1906749988,10
864,Justin Anderson,NGO,South Craigborough,19676298865,11
865,Katherine Houston,Individual,Lake Joshuabury,9354200196,10
866,Jose Cooper,Shelter,Pooleside,0836012157,10
867,Tara Williams,Individual,New Dakotahaven,7246108348,10
868,Kayla Erickson,Shelter,West Lindseyside,2137526967,10
869,David Mendoza,Charity,North Shawnastad,0015178649061,13
870,Joshua Mendoza,Charity,North Amy,8428767043,10
871,Veronica Adams,Individual,Natalieside,3857123680,10
872,Lori Peters,Individual,Annaborough,2706526057,10
873,Darius Reid,Charity,Port Philipmouth,3069395162,10
874,Danny Brown,Individual,East Shirley,8293712280,10
875,Scott Smith,Individual,New Donnahaven,0013769655711,13
876,Jeremy Robinson,NGO,Jamesview,0010971983229,13
877,Jeffrey Stafford,Shelter,North Nicholasborough,4544602468,10
878,Cory Johnson,NGO,Port Robertmouth,9443115766,10
879,Bridget Hill,Charity,South Emily,8684652331,10
880,Kristen Foster,Shelter,North Ricardo,7492528592,10
881,Alan Riley,NGO,Tylermouth,11916202120,11
882,Steven Shaffer,Shelter,Rodneyport,7997939460,10
883,Aaron Rios,NGO,New Jeffreyhaven,5436294859,10
884,Mary Evans,Shelter,North Josephmouth,2484575683,10
885,James Hardin,Individual,East Robert,7160356813,10
886,Amber Cruz,Shelter,Allenborough,10770731734,11
887,Jean Woods,Shelter,Fernandezchester,16885468304,11
888,Matthew Davis,Charity,Birdview,1367475533,10
889,Holly Aguilar,NGO,West Sara,7995062068,10
890,Joseph Whitaker,NGO,Jamesborough,0010592718576,13
891,Thomas Myers,Shelter,North Haleyhaven,5798565722,10
892,Brian Hardy,NGO,Lake Williamhaven,0626427542,10
893,Carrie Hess,Charity,Jarvisshire,18280679673,11
894,Tammy Fletcher,Charity,New Adrian,2195502711,10
895,Ms. Deborah Campos,Individual,West Barry,0015799485058,13
896,Jennifer Smith,Shelter,Josephton,1797280744,10
897,Shelby Rice,Shelter,New Loriberg,12134702112,11
898,Emily Ramos,Shelter,East Michaelview,0337957197,10
899,Rachel Pena,NGO,Grossport,5236685935,10
900,Hannah Reynolds,Charity,East Kevinberg,7310405330,10
901,Donald Caldwell,Shelter,Dawsonberg,0011910712217,13
902,Michelle Riley,NGO,New Juliaton,0010124979466,13
903,Cindy Robinson DDS,Shelter,Franklinview,4186239588,10
904,Amanda Kline,Shelter,East Travis,0012653763204,13
905,Ann Odonnell,Charity,East Michael,9263457660,10
906,Christopher Gonzalez,Shelter,Payneland,15102412999,11
907,Jamie Jenkins,NGO,New Melanie,0016769039528,13
908,Abigail Crawford,NGO,Lake Shawn,0101528668,10
909,Matthew Cordova,NGO,Rubioborough,0019055898944,13
910,Tina Donaldson,Shelter,Lake Brandibury,7364464714,10
911,Devon Martinez,Individual,Jessicaland,8612582469,10
912,Katelyn Proctor,Charity,Williamsborough,0019492717461,13
913,Jeffrey Jones,NGO,Kennethmouth,2972292136,10
914,Jeffrey Walker,Individual,Woodardview,0284721603,10
915,Deborah Garza,Shelter,South Alanville,6955892656,10
916,Lindsey Mathis,Shelter,Ianland,8165585061,10
917,Michael Townsend,Shelter,East Kevin,0348038502,10
918,Katrina Cruz,Charity,Jenkinsfurt,7091915616,10
919,Sarah Brown,Shelter,North Christina,0011198807367,13
920,Gregory Rodriguez,Charity,West Davidview,6716671616,10
921,Kelly Walls,Individual,Lake Victoriaton,8575175280,10
922,Savannah Holland,Individual,Kelleystad,4876887575,10
923,Victor Diaz,Shelter,Darinview,5619230470,10
924,Sarah Roberts,Shelter,North Janetland,0015134593188,13
925,Cassidy Davis,Individual,West Donaldmouth,0018153594471,13
926,Kimberly Ware,Individual,East Sheriton,0010782660266,13
927,Mary Escobar,Individual,Gloriaview,6638636846,10
928,Barbara Richards,Charity,Carlostown,5248119365,10
929,Donna Terry,Charity,Mathistown,1048587570,10
930,Joseph Smith,Shelter,Dunnbury,9099131799,10
931,Rhonda Lewis,Individual,South Michael,0010681511254,13
932,Justin Stevens,Charity,South Mary,0017560511371,13
933,Jodi Lee,NGO,West Paulfort,3517962649,10
934,Dr. Wendy Terrell,Charity,Erikashire,5662368791,10
935,John Harris,NGO,Riverafort,18275450294,11
936,Jacob Horton,NGO,Port Douglasland,12867445283,11
937,Mark Ward,NGO,Port Jonathanton,0384311430,10
938,Matthew Thornton,NGO,Hayesfort,1084069823,10
939,Chad Vaughn,Charity,Lake Brandonborough,5651992977,10
940,Lynn Lucas,Charity,Elizabethberg,6891290146,10
941,Jessica Boyd,NGO,South Heather,0017584105626,13
942,Earl Hess,Charity,Rodneyborough,0091751556,10
943,Rebecca Lucas,Charity,New Jessicabury,7214463873,10
944,Sharon Wood,Charity,New Melindashire,5282176863,10
945,Alex Leon,Individual,Caitlynhaven,6671140630,10
946,Taylor Mann,Charity,North Lawrence,0017667482534,13
947,Debra Webster,Charity,East Debramouth,9302919053,10
948,Thomas Castaneda,NGO,West Ashleymouth,1825044729,10
949,Allison Pennington,Individual,North Lydiaberg,15867136798,11
950,Caitlin Bennett,NGO,Delacruzborough,3510503132,10
951,Brittany Mcclain,Individual,Robertville,8110362093,10
952,Sarah Morgan,Charity,Gilbertfurt,16308098000,11
953,Tina Anderson,Charity,Port Jonathanhaven,1021685649,10
954,Mark Russell,NGO,Nathanstad,3811753680,10
955,Christopher Wong,Charity,Jacquelineshire,7451357397,10
956,Jacqueline Fernandez,Charity,Kennethside,15734128522,11
957,Angela Hall,Charity,Greenville,2576243615,10
958,Scott Brown,Individual,Oneillland,0018794487571,13
959,Samantha Gomez,Charity,Suzanneton,0019554958534,13
960,Jason Hughes,Shelter,Myerstown,8516270395,10
961,Tyler Gray,NGO,West Dustinberg,3748508848,10
962,Donald Anderson,Shelter,North Stephanieborough,12249511888,11
963,Victor Ward,NGO,Johnhaven,6280482026,10
964,Donald Moore,Individual,Davisfort,0017421648768,13
965,Ashley Silva,NGO,Port Thomas,5530483123,10
966,Sheila Lang,NGO,Lake Larryborough,0015852862289,13
967,Samantha Sherman,Individual,Port Cindyberg,6592776748,10
